,blast_id,user_id,date,video,sport,action_type,gender,equipment,thumb,handedness,is_air_swing,back_stroke_time,forward_stroke_time,total_stroke_time,tempo,impact_stroke_speed,back_stroke_length,loft_change,backstroke_rotation,forward_stroke_rotation,face_angle_at_impact,lie_change
188,ccc64733-a070-44b6-abb9-61583f8166ca,529228,"February 25, 2026 / 7:52am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.29,0.84,1.9,2.5,6.8,0.6,4.4,3.1,1.3,-0.2
189,16272458-2663-459f-b1e1-04dfecfdaf4e,529228,"February 25, 2026 / 7:52am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.30,0.95,2.2,2.6,6.9,0.2,4.0,2.5,1.4,-0.2
190,0e0ca607-23a7-480f-87eb-1031756f708d,529228,"February 25, 2026 / 7:51am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.52,0.29,0.81,1.8,2.6,6.7,1.3,3.4,3.2,0.1,-0.9
191,08677177-4ad6-4f99-a828-a083d945f0f2,529228,"February 25, 2026 / 7:51am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.30,0.89,2.0,2.5,6.9,0.7,3.5,3.0,0.5,-0.8
192,a5d1885b-bb1d-4059-8b33-9f93d1959439,529228,"February 25, 2026 / 7:50am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.30,0.83,1.8,2.5,6.7,0.8,4.0,3.7,0.4,-0.8
193,cd844584-c1a1-4274-91b6-201c4396b578,529228,"February 25, 2026 / 7:50am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.30,0.89,2.0,2.6,7.5,0.9,4.0,3.5,0.5,-1.2
194,935e018d-5021-4e8a-be3e-346b8dee73a5,529228,"February 25, 2026 / 7:50am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.30,0.94,2.1,2.4,6.5,1.4,3.3,2.3,1.0,-0.9
195,20f5fc43-7ebc-4ae4-8468-2ceeb6e7930e,529228,"February 25, 2026 / 7:49am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.54,0.30,0.84,1.8,2.6,6.8,0.9,3.9,3.4,0.5,-1.1
196,02e79f0d-c04c-4f1d-985b-464fbca93610,529228,"February 25, 2026 / 7:49am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.56,0.28,0.84,2.0,2.6,6.5,1.0,3.6,2.6,1.0,-1.1
197,edb9df85-b763-434e-ac40-baf5c9dfb93a,529228,"February 25, 2026 / 7:49am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.32,0.96,2.0,2.5,6.9,0.8,3.8,2.8,1.0,-1.2
198,f69a31ee-6f88-4f1f-b65f-4cb81fc3e6e0,529228,"February 25, 2026 / 7:48am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.69,0.33,1.03,2.1,2.4,6.5,1.2,3.4,2.0,1.4,-1.2
199,4a5b4e1a-8b9a-4424-b560-55ac8a4674d1,529228,"February 25, 2026 / 7:48am",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.68,0.32,0.99,2.1,2.4,6.0,1.3,2.6,2.7,-0.1,-0.8
200,aff162a7-4339-43a6-a588-5f00c978538f,529228,"February 24, 2026 / 10:02pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.34,0.94,1.7,2.3,6.9,0.4,3.6,2.4,1.2,-1.2
201,9e939320-96ed-4eed-81fb-b90c17a44ce7,529228,"February 24, 2026 / 10:02pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.67,0.37,1.05,1.8,2.4,7.7,0.8,3.6,2.6,0.9,-0.9
202,ce424be2-effb-492c-bdd0-40a1e24a4fad,529228,"February 24, 2026 / 10:02pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.42,1.07,1.6,2.3,8.0,1.0,3.5,2.1,1.3,-1.2
203,49a4679f-fc77-49a3-9173-4fec4282ced3,529228,"February 24, 2026 / 10:01pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.69,0.35,1.04,2.0,2.4,7.3,0.7,3.5,3.0,0.5,-1.7
204,e3cf6fdb-fb96-4b4c-9cf4-1589783eb3fe,529228,"February 24, 2026 / 10:01pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.35,0.98,1.8,2.3,7.0,0.9,3.4,2.4,1.1,-1.4
205,1ccc80d9-28dd-4017-9934-b95b25b54eae,529228,"February 24, 2026 / 10:01pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.36,1.00,1.7,2.3,7.6,0.3,3.8,3.2,0.6,-2.1
206,6821a932-ac88-4f16-91e2-6019bb8a3c73,529228,"February 24, 2026 / 10:01pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.68,0.38,1.06,1.8,2.2,7.7,0.7,3.5,3.2,0.4,-1.6
207,bed9b136-7c75-4027-b317-af51075c79ee,529228,"February 24, 2026 / 10:00pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.34,0.92,1.8,2.3,7.1,1.1,3.3,3.0,0.3,-1.1
208,8e9443cb-6ec6-42d8-b9e2-619f0faa851b,529228,"February 24, 2026 / 10:00pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.68,0.37,1.05,1.8,2.3,7.2,0.8,3.2,2.7,0.5,-1.1
209,19d3bc1e-8c0e-4a37-85ad-79202da1a028,529228,"February 24, 2026 / 10:00pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.37,1.02,1.8,2.4,7.1,1.0,3.2,2.8,0.4,-1.0
210,65a40918-1ec5-4492-9c22-f098a14e3b41,529228,"February 24, 2026 / 9:55pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.32,0.92,1.9,2.2,7.1,0.2,3.5,2.8,0.8,-0.9
211,50e56d3c-021f-4933-a51e-7a8575c88cdf,529228,"February 24, 2026 / 9:55pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.33,0.92,1.8,2.3,8.3,0.4,3.9,3.6,0.4,-0.7
212,de9574d0-1e21-4d9b-8e19-9104ee8f5a42,529228,"February 24, 2026 / 9:55pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.34,0.99,1.9,2.2,8.6,0.1,5.0,4.2,0.8,-1.1
213,0b23fae6-2c91-4964-a67f-36a3035380d0,529228,"February 24, 2026 / 9:55pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.29,0.86,1.9,2.3,6.7,0.2,2.7,2.7,0.1,-1.1
214,2adcfefd-7bc6-490f-971c-a66a28c10895,529228,"February 24, 2026 / 9:54pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.32,0.96,2.1,2.1,6.5,0.3,2.8,2.4,0.4,-1.1
215,c4cf6a5e-617e-44b3-b9cb-18c2d3d27a94,529228,"February 24, 2026 / 9:54pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.34,0.97,1.8,2.4,8.1,-0.2,3.5,3.8,-0.3,-0.8
216,c82f2040-3b08-42dd-b835-25b17752b0f0,529228,"February 24, 2026 / 9:54pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.66,0.31,0.97,2.2,2.4,7.8,-0.1,3.0,3.7,-0.7,-0.7
217,81ea3f0d-8fcb-4444-8ac4-c55c77cbea3a,529228,"February 24, 2026 / 9:54pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.66,0.33,0.99,2.0,2.4,7.9,-0.1,4.1,4.2,-0.1,-0.7
218,a1751f95-2bd1-402c-ba90-fec9b47938b1,529228,"February 24, 2026 / 9:53pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.59,0.35,0.93,1.7,2.5,7.5,0.1,3.7,4.1,-0.4,-1.2
219,571ef129-33b7-491c-8acf-b6c9f1ab3e04,529228,"February 24, 2026 / 9:53pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.34,0.91,1.7,2.5,7.4,0.1,4.1,4.6,-0.6,-1.0
220,71ba6197-626c-4047-a8db-198ae46a68bb,529228,"February 24, 2026 / 9:51pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.71,0.41,1.11,1.7,2.3,7.8,0.5,4.0,4.1,-0.1,0.4
221,ee7ba86c-be32-40a6-9b00-e10f5b04e468,529228,"February 24, 2026 / 9:51pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.72,0.38,1.10,1.9,2.4,7.1,0.9,2.9,2.5,0.4,-0.4
222,b1b11d12-c048-4a2e-a786-661fa945edbf,529228,"February 24, 2026 / 9:51pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.71,0.39,1.10,1.8,2.5,8.3,1.3,3.7,2.9,0.8,-0.1
223,7135d1a9-c05e-4738-991b-cd38ff932419,529228,"February 24, 2026 / 9:51pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.72,0.38,1.10,1.9,2.4,7.4,0.7,3.7,3.8,-0.1,0.7
224,acd82bdf-1101-4f0f-a9eb-478e0aa6044f,529228,"February 24, 2026 / 9:50pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.72,0.42,1.14,1.7,2.4,8.4,0.9,3.9,4.1,-0.2,-1.2
225,9984cfcf-8ef5-45a5-ae96-9245f7dd778f,529228,"February 24, 2026 / 9:50pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.70,0.48,1.18,1.4,0.8,6.0,0.5,3.7,4.6,-0.9,-0.7
226,056d3ae1-2535-4712-b7df-d06605cb91db,529228,"February 24, 2026 / 9:49pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.78,0.41,1.19,1.9,2.3,7.7,0.7,3.8,3.6,0.3,-1.3
227,ad6eabb2-1ec0-4b7d-a5b4-6569131086e1,529228,"February 24, 2026 / 9:49pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.74,0.41,1.14,1.8,2.7,8.6,0.8,4.3,4.3,0.0,-0.2
228,b3a71edf-25b7-4843-a155-eb9cc94e9e73,529228,"February 24, 2026 / 9:49pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.73,0.39,1.12,1.8,2.4,8.2,1.5,4.7,3.9,0.8,0.1
229,00a8c6ae-d2b6-4dd4-9c54-f5a746e288ad,529228,"February 24, 2026 / 9:49pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.78,0.43,1.21,1.8,2.4,8.5,1.5,5.1,3.5,1.5,-1.0
230,5629f24d-d191-433a-b5bc-803449bf7331,529228,"February 24, 2026 / 4:43pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.31,0.91,1.9,2.6,6.5,1.9,2.9,1.5,1.4,-1.3
231,ffc9d811-6fbb-40f6-b009-e5a4db8f5e50,529228,"February 24, 2026 / 4:43pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.34,0.91,1.7,2.2,6.6,1.9,3.2,1.9,1.2,-1.4
232,e19fb27e-c7cc-428f-981f-d8c17492b08d,529228,"February 24, 2026 / 4:43pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.60,0.34,0.93,1.8,2.3,6.9,0.8,3.4,2.3,1.0,-1.3
233,34d436a8-4f7b-48a4-a25c-f7c4e10b46ef,529228,"February 24, 2026 / 4:42pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.33,0.96,1.9,2.3,6.4,0.9,3.2,2.3,0.9,-1.4
234,a7a81666-eede-4a58-ab5d-ef5ed55b50a9,529228,"February 24, 2026 / 4:42pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.33,0.97,1.9,2.5,6.4,1.3,2.8,2.0,0.8,-1.1
235,2016a672-7133-4be2-8572-603944a56fbb,529228,"February 24, 2026 / 4:42pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.37,1.02,1.7,2.4,7.7,0.7,3.5,3.2,0.4,-1.2
236,c9b2efc0-6734-42a9-a821-d14ce6903053,529228,"February 24, 2026 / 4:42pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.67,0.37,1.04,1.8,2.5,7.6,0.8,3.5,2.4,1.0,-0.4
237,45836137-683c-4871-9727-15ca4ece44dd,529228,"February 24, 2026 / 4:41pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.36,1.01,1.8,2.3,7.5,1.4,3.7,1.7,2.0,-0.5
238,fa919527-f42c-45d4-be47-bc99b10cd409,529228,"February 24, 2026 / 4:41pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.71,0.38,1.09,1.9,2.2,7.4,0.8,3.3,2.6,0.7,-1.6
239,692bef41-8a94-4c9f-8e34-c42923a23989,529228,"February 24, 2026 / 4:41pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.53,0.29,0.82,1.8,2.1,5.2,0.8,2.7,2.0,0.6,-0.8
240,3682f120-7bfc-4cf8-9fe6-767c111f6713,529228,"February 24, 2026 / 4:41pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.70,0.37,1.07,1.9,2.4,7.9,0.7,3.6,2.9,0.6,-1.0
241,31ac63d6-658b-4f83-9221-e5e17d721553,529228,"February 24, 2026 / 4:40pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.35,1.00,1.9,2.2,6.6,0.9,3.4,2.3,1.1,-1.5
242,330e08a0-31ba-444d-8e5b-25abed9d2922,529228,"February 24, 2026 / 4:40pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.55,0.30,0.84,1.8,2.2,5.4,1.1,2.4,2.1,0.3,-1.5
243,a74e6714-3852-449c-9227-6fcce8dd915f,529228,"February 24, 2026 / 4:40pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.57,0.33,0.91,1.7,2.2,6.3,0.7,2.8,2.7,0.1,-1.4
244,97337453-157d-4f4e-b88e-df72cdb5f70b,529228,"February 24, 2026 / 4:40pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.69,0.35,1.03,2.0,2.3,6.6,1.3,3.0,2.2,0.8,-1.4
245,7de7a06b-17fb-41f2-82b4-4dbf4f97b01c,529228,"February 24, 2026 / 4:39pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.64,0.33,0.98,1.9,2.2,6.1,0.7,2.8,2.3,0.4,-1.3
246,369bafb3-4200-49bb-b6c7-1f27ecedc7a2,529228,"February 24, 2026 / 4:39pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.65,0.34,0.99,1.9,2.2,6.0,0.9,2.3,1.9,0.4,-1.3
247,29ac6f0d-4641-4d4e-a9bb-fda51aad2b3a,529228,"February 24, 2026 / 4:39pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.32,0.95,2.0,2.3,6.9,0.3,3.0,2.9,0.1,-1.2
248,4978446c-b82a-4021-94cd-799a9c5de6d0,529228,"February 24, 2026 / 4:38pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.85,0.45,1.30,1.9,2.1,7.3,0.7,3.1,2.9,0.1,-1.4
249,085036a3-eee0-4169-b4dd-1789192ba0bf,529228,"February 24, 2026 / 4:38pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.70,0.39,1.09,1.8,2.3,7.7,1.3,3.5,2.7,0.8,-1.6
250,16deb5ef-db22-4516-a61c-6001ec8f975e,529228,"February 24, 2026 / 4:38pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.71,0.41,1.12,1.7,2.3,7.7,1.1,3.2,3.3,-0.2,-1.4
251,0667da58-a7df-4d28-92e6-7154a0fa02a1,529228,"February 24, 2026 / 4:37pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.72,0.41,1.13,1.8,2.4,8.1,0.9,3.9,3.2,0.7,-1.5
252,ad38b86e-2d2d-4665-b8d1-f1b8284edfa0,529228,"February 24, 2026 / 4:37pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.73,0.41,1.13,1.8,2.2,8.1,1.2,4.1,3.3,0.7,-1.5
253,029f6f22-1e1c-4332-b5fe-e5f5ce84065f,529228,"February 24, 2026 / 4:37pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.75,0.39,1.14,1.9,2.3,7.4,1.5,3.2,2.7,0.5,-1.6
254,92502331-ce0a-4bdc-9277-a6cb2c3f06f4,529228,"February 24, 2026 / 4:36pm",,golf,putt,other,Putter - Spider Tour Silver Dbl Bend,/img/metric-thumbs/thumb-golf-other-putt.png,,0,0.63,0.40,1.03,1.6,2.2,6.5,3.4,2.8,3.1,-0.3,-0.7
